採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,採樣日期_clean, 差異天數 ,採樣年,採樣月,採樣日,測站編號,經度(TWD97),緯度(TWD97),上下游_新竹,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
大甲溪流域,大甲溪,臺中市,朴子口,丙,2015/8/3 上午 09:00:00,2015/8/3, 33 ,2015,8,3,1113,120.7658657,24.2772917,,1,32.8,24.7,8.4,234,,9.1,113.1,1.2,4.8,3,3700,0.05,,,,,,,,,,,,,,,,,,,,
大甲溪流域,大甲溪,台中市,后豐大橋,丙,2014/11/3 上午 10:00:00,2014/11/3, 33 ,2014,11,3,1114,120.722805,24.282686,,1,23,22.1,8.6,260,,10.1,118.6,1,4,8.9,690,0.01,,,,,,,,,,,,,,,,,,,,
大甲溪流域,大甲溪,臺中市,后豐大橋,丙,2015/8/3 上午 11:00:00,2015/8/3, 33 ,2015,8,3,1114,120.722805,24.282686,,1,28.3,28.2,8.7,246,,9.8,129.4,1,4,3.4,740,0.07,,,,,,,,,,,,,,,,,,,,
大甲溪流域,大甲溪,台中市,高速公路橋,丙,2014/11/3 上午 11:00:00,2014/11/3, 33 ,2014,11,3,1115,120.694707,24.283931,,2.3,24.1,25.1,8.2,927,,6.5,80.3,9.1,43.7,11.1,4200,0.22,,,,,,,,,,,,,,,,,,,,
大甲溪流域,大甲溪,臺中市,高速公路橋,丙,2015/8/3 下午 01:40:00,2015/8/3, 33 ,2015,8,3,1115,120.694707,24.283931,,1,29,30.2,8.9,387,,10.3,139.6,2,11.3,3.2,5600,0.1,,,,,,,,,,,,,,,,,,,,
大甲溪流域,大甲溪,台中市,大甲溪橋,丙,2014/11/3 下午 01:56:00,2014/11/3, 33 ,2014,11,3,1116,120.604905,24.31547,,2.3,26.4,24.7,8.7,449,,10.2,123,1.8,8.6,61.5,1700,0.08,22.2,,,,,,,,,,,,,,,,,,,
大甲溪流域,大甲溪,臺中市,大甲溪橋,丙,2015/8/3 上午 07:03:00,2015/8/3, 33 ,2015,8,3,1116,120.604905,24.31547,,1,26.4,27.8,8,370,,7.6,97.2,1,4,4.1,1900,0.1,9.7,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,乾峰橋,乙,2014/5/6 上午 11:00:00,2014/5/6, 33 ,2014,5,6,1117,120.826912,24.027047,,4.5,20.3,20.6,8,264,,9,102.9,6.3,286,8740,330000,0.31,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,乾峰橋,乙,2014/7/7 上午 11:20:00,2014/7/7, 33 ,2014,7,7,1117,120.826912,24.027047,,1.5,31.2,28.2,8.4,269,,9,120.6,1,4,33.3,13000,0.06,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,乾峰橋,乙,2014/11/4 上午 11:30:00,2014/11/4, 33 ,2014,11,4,1117,120.826912,24.027047,,1,27.1,24,8.7,300,,8.8,107.1,1,4,8,2600,0.05,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,乾峰橋,乙,2015/8/5 上午 11:31:00,2015/8/5, 33 ,2015,8,5,1117,120.826912,24.027047,,1,30.4,27.3,9,305,,8.5,111.2,1,4,5.7,2400,0.06,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,乾峰橋,乙,2015/11/4 上午 11:33:00,2015/11/4, 33 ,2015,11,4,1117,120.826912,24.027047,,1,24.2,25.2,8.4,308,,8.7,108.5,1,4,13.9,5500,0.05,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,乾峰橋,乙,2016/7/5 上午 11:30:00,2016/7/5, 33 ,2016,7,5,1117,120.826912,24.027047,,1.5,30.5,26.8,8.3,265,,8.4,108.8,1,4.4,39.5,33000,0.07,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,乾峰橋,乙,2016/9/5 上午 11:00:00,2016/9/5, 33 ,2016,9,5,1117,120.826912,24.027047,,1,28,28,8.6,369,,8.1,107,1,4.5,9.9,11000,0.05,,0.126,,1.12,,0.001,0.003,0.002,0.0003,0.0003,0.001,0.006,0.015,0.001,,,,,,
烏溪流域,烏溪,南投縣,乾峰橋,乙,2016/12/5 上午 10:50:00,2016/12/5, 33 ,2016,12,5,1117,120.826912,24.027047,,1,24.9,23.3,8.5,317,,8.9,106.8,1.2,5.8,8.6,4700,0.06,,0.095,,1.14,,0.001,0.003,0.002,0.0003,0.0003,0.002,0.008,0.018,0.001,,,,,,
烏溪流域,烏溪,台中市,烏溪橋,乙,2014/5/6 下午 01:00:00,2014/5/6, 33 ,2014,5,6,1118,120.695597,24.008937,,4.5,23.2,21,8,286,,9.3,105.4,5.5,256,6620,74000,0.25,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,烏溪橋,乙,2014/7/7 下午 01:15:00,2014/7/7, 33 ,2014,7,7,1118,120.695597,24.008937,,1.5,31.4,30.3,8.5,283,,9.6,131.6,1.3,4,39.4,45000,0.05,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,烏溪橋,乙,2014/11/4 下午 01:20:00,2014/11/4, 33 ,2014,11,4,1118,120.695597,24.008937,,1,28.8,25.6,8.9,320,,8.7,107.1,1,4,9.9,420,0.05,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,烏溪橋,乙,2015/8/5 下午 01:31:00,2015/8/5, 33 ,2015,8,5,1118,120.695597,24.008937,,1,30,29.8,9.2,316,,8.4,112.6,1,4,4.3,85,0.05,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,烏溪橋,乙,2015/11/4 下午 01:32:00,2015/11/4, 33 ,2015,11,4,1118,120.695597,24.008937,,1,26.4,27.7,8.6,324,,8.4,107.6,1,4,18.1,2000,0.05,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,烏溪橋,乙,2016/7/5 下午 01:44:00,2016/7/5, 33 ,2016,7,5,1118,120.695597,24.008937,,2.3,29.2,29.6,8.3,282,,8.3,111,1.2,5.9,72,8700,0.06,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,烏溪橋,乙,2016/9/5 下午 01:20:00,2016/9/5, 33 ,2016,9,5,1118,120.695597,24.008937,,1.5,29.9,30.5,8.8,426,,7.8,105.8,1.8,6,23.6,8700,0.07,,0.168,,1.1,,0.001,0.003,0.002,0.0003,0.0003,0.002,0.008,0.022,0.001,,,,,,
烏溪流域,烏溪,臺中市,烏溪橋,乙,2016/12/5 下午 01:20:00,2016/12/5, 33 ,2016,12,5,1118,120.695597,24.008937,,1,26.4,25.6,8.7,332,,9,110.6,1,4,6,540,0.08,,0.072,,1.03,,0.001,0.003,0.002,0.0003,0.0003,0.002,0.01,0.012,0.001,,,,,,
烏溪流域,烏溪,台中市,大度橋(原為大肚橋),丙,2014/5/6 下午 03:05:00,2014/5/6, 33 ,2014,5,6,1119,120.582137,24.10593,,4.3,22.7,21.8,7.8,362,,6.7,75.9,3.8,162,6880,220000,0.82,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,大度橋(原為大肚橋),丙,2014/7/7 下午 02:25:00,2014/7/7, 33 ,2014,7,7,1119,120.582137,24.10593,,2,30.8,31.9,8,383,,8.1,112.7,2.8,11.8,26.4,2400,0.67,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,大度橋(原為大肚橋),丙,2014/11/4 下午 02:50:00,2014/11/4, 33 ,2014,11,4,1119,120.582137,24.10593,,3.3,29.5,26.2,7.9,457,,6.8,83.4,3.4,15.8,42,96000,1.77,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,大度橋(原為大肚橋),丙,2015/8/5 下午 02:52:00,2015/8/5, 33 ,2015,8,5,1119,120.582137,24.10593,,2.8,30.2,30.7,7.8,459,,6.7,90.5,1.8,4.5,32.2,5100,1.32,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,大度橋(原為大肚橋),丙,2015/11/4 下午 02:54:00,2015/11/4, 33 ,2015,11,4,1119,120.582137,24.10593,,4.5,26.5,27.1,7.7,445,,6.1,77,3.2,14.5,51,130000,1.82,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,大度橋(原為大肚橋),丙,2016/7/5 下午 03:00:00,2016/7/5, 33 ,2016,7,5,1119,120.582137,24.10593,,3.3,31.6,31,7.9,350,,7.1,95.6,2.7,13.3,175,74000,0.47,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,大度橋(原為大肚橋),丙,2016/9/5 下午 02:51:00,2016/9/5, 33 ,2016,9,5,1119,120.582137,24.10593,,3.3,30.5,30.9,7.8,503,,6.1,83.4,2.7,13,56.4,6000,0.69,,0.787,,2.18,,0.001,0.003,0.002,0.0004,0.0003,0.005,0.018,0.1,0.001,,,,,,
烏溪流域,烏溪,臺中市,大度橋(原為大肚橋),丙,2016/12/5 下午 02:41:00,2016/12/5, 33 ,2016,12,5,1119,120.582137,24.10593,,2.8,26.3,26.2,7.8,425,,6.9,84.6,2.3,10.8,34.6,77000,1.11,,0.595,,2.52,,0.001,0.003,0.002,0.0003,0.0003,0.005,0.016,0.104,0.001,,,,,,
烏溪流域,烏溪,南投縣,中正橋,乙,2014/5/6 下午 01:40:00,2014/5/6, 33 ,2014,5,6,1121,120.757777,23.882532,,3.3,22,20.8,8.1,529,,8.6,97,2.2,41.2,1580,250000,0.1,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,中正橋,乙,2015/11/3 下午 01:40:00,2015/11/3, 33 ,2015,11,3,1121,120.757777,23.882532,,1.5,27.8,28.4,8.6,564,,10.4,135.4,3.4,9.3,4.9,30,0.12,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,中正橋,乙,2016/1/5 下午 01:40:00,2016/1/5, 33 ,2016,1,5,1121,120.757777,23.882532,,1,25.4,23.6,8.5,552,,9,107.8,1.6,5.7,18.2,19000,0.09,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,中正橋,乙,2016/7/5 下午 01:41:00,2016/7/5, 33 ,2016,7,5,1121,120.757777,23.882532,,1.5,31.4,29,8.5,452,,8,106.6,1.1,5.7,23,6600,0.07,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,中正橋,乙,2016/9/5 下午 01:44:00,2016/9/5, 33 ,2016,9,5,1121,120.757777,23.882532,,1.5,33,32.1,8.7,423,,8.4,118,2,9.8,31,39000,0.09,,0.073,,0.76,,0.001,0.003,0.002,0.0003,0.0003,0.002,0.01,0.028,0.001,,,,,,
烏溪流域,烏溪,南投縣,中正橋,乙,2016/12/5 下午 01:40:00,2016/12/5, 33 ,2016,12,5,1121,120.757777,23.882532,,1,28.9,27.2,8.7,549,,10.8,138,1.5,5,5.8,850,0.07,,0.039,,0.19,,0.001,0.003,0.002,0.0003,0.0003,0.003,0.008,0.019,0.001,,,,,,
烏溪流域,烏溪,南投縣,平林橋,乙,2014/5/6 下午 02:30:00,2014/5/6, 33 ,2014,5,6,1122,120.657454,23.952398,,4.5,24,22.1,7.7,515,,6.8,78,1.8,26.1,429,78000,1.3,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,平林橋,乙,2015/11/3 下午 02:30:00,2015/11/3, 33 ,2015,11,3,1122,120.657454,23.952398,,2,28.3,27.5,7.8,665,,7.3,93.2,1.7,7.3,22.5,20000,0.68,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,平林橋,乙,2016/1/5 下午 02:29:00,2016/1/5, 33 ,2016,1,5,1122,120.657454,23.952398,,4.8,25.2,23.4,7.8,596,,6.9,81.7,5.6,21.2,75,54000,1.81,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,平林橋,乙,2016/7/5 下午 02:30:00,2016/7/5, 33 ,2016,7,5,1122,120.657454,23.952398,,3.3,31.6,28.6,7.9,425,,7.3,95.4,2.9,21,338,72000,0.49,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,平林橋,乙,2016/9/5 下午 02:39:00,2016/9/5, 33 ,2016,9,5,1122,120.657454,23.952398,,5.5,30,29.9,7.6,389,,5.8,78.2,5.7,27.8,262,260000,0.89,,0.925,,2.88,,0.001,0.01,0.002,0.0006,0.0003,0.01,0.058,0.166,0.001,,,,,,
烏溪流域,烏溪,南投縣,平林橋,乙,2016/12/5 下午 02:30:00,2016/12/5, 33 ,2016,12,5,1122,120.657454,23.952398,,3.3,31.1,26.8,7.8,730,,5.7,71.6,2.2,10.6,41.4,63000,1.75,,0.475,,8.21,,0.001,0.003,0.002,0.0005,0.0003,0.01,0.023,0.141,0.001,,,,,,
烏溪流域,烏溪,彰化縣,利民橋,乙,2014/5/6 下午 03:20:00,2014/5/6, 33 ,2014,5,6,1123,120.637569,24.013468,,4.3,24,21.8,7.4,451,,6.8,77.4,3.9,17.1,188,240000,0.73,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,彰化縣,利民橋,乙,2015/11/3 下午 03:20:00,2015/11/3, 33 ,2015,11,3,1123,120.637569,24.013468,,2,29.4,27.6,7.6,572,,7.6,95.8,1.9,7.8,34.6,27000,0.78,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,彰化縣,利民橋,乙,2016/1/5 下午 03:19:00,2016/1/5, 33 ,2016,1,5,1123,120.637569,24.013468,,4,25.1,24.3,7.6,542,,6.7,79.9,5.4,24.7,94,21000,0.69,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,彰化縣,利民橋,乙,2016/7/5 下午 03:20:00,2016/7/5, 33 ,2016,7,5,1123,120.637569,24.013468,,3.8,31.9,29.3,7.7,362,,7,93,3.3,27.9,497,180000,0.3,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,彰化縣,利民橋,乙,2016/9/5 下午 03:20:00,2016/9/5, 33 ,2016,9,5,1123,120.637569,24.013468,,5,30.2,30.2,7.5,331,,6.3,85,5,24.8,259,62000,0.31,,0.909,,2.39,,0.001,0.009,0.002,0.0006,0.0003,0.009,0.044,0.152,0.001,,,,,,
烏溪流域,烏溪,彰化縣,利民橋,乙,2016/12/5 下午 03:20:00,2016/12/5, 33 ,2016,12,5,1123,120.637569,24.013468,,1,26.5,26.2,7.9,557,,8.3,103.6,1.9,9,14.2,40000,0.28,,0.329,,5.63,,0.001,0.003,0.002,0.0003,0.0003,0.003,0.014,0.043,0.001,,,,,,
烏溪流域,烏溪,台中市,逢甲橋,乙,2014/2/11 上午 10:30:00,2014/2/11, 33 ,2014,2,11,1124,120.737772,24.178476,,1,13.6,13.2,8.4,525,,10.8,105.3,1.2,5.2,1,5700,0.09,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,逢甲橋,乙,2014/5/6 上午 09:32:00,2014/5/6, 33 ,2014,5,6,1124,120.737772,24.178476,,1.5,22.6,21.8,8.4,454,,8.9,103.2,3.4,13.4,8.2,230000,0.14,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,逢甲橋,乙,2014/7/7 上午 09:58:00,2014/7/7, 33 ,2014,7,7,1124,120.737772,24.178476,,1.5,31.4,30.4,8.7,409,,8.9,123.7,3.5,9.3,1,2100,0.06,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,逢甲橋,乙,2014/11/4 上午 09:40:00,2014/11/4, 33 ,2014,11,4,1124,120.737772,24.178476,,1,24.7,23.1,8.4,503,,8.8,105,2.2,9.4,1,1800,0.04,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,逢甲橋,乙,2015/8/5 上午 10:00:00,2015/8/5, 33 ,2015,8,5,1124,120.737772,24.178476,,1,29.1,29.2,8.3,396,,8.8,117.2,1,4,6,800,0.06,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,逢甲橋,乙,2015/11/4 上午 10:00:00,2015/11/4, 33 ,2015,11,4,1124,120.737772,24.178476,,1,26.7,24.9,8.2,491,,9,110.2,1,5.5,2.4,650,0.07,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,逢甲橋,乙,2016/7/5 上午 10:00:00,2016/7/5, 33 ,2016,7,5,1124,120.737772,24.178476,,1,29.9,28,8.5,403,,8.1,106,1.4,7.2,15.5,42000,0.07,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,逢甲橋,乙,2016/9/5 上午 10:00:00,2016/9/5, 33 ,2016,9,5,1124,120.737772,24.178476,,1,29.4,29.8,8.4,489,,8.5,115,1.7,8.3,2.6,5000,0.38,,0.199,,1.8,,0.001,0.003,0.002,0.0004,0.0003,0.002,0.006,0.03,0.001,,,,,,
烏溪流域,烏溪,臺中市,逢甲橋,乙,2016/12/5 上午 10:20:00,2016/12/5, 33 ,2016,12,5,1124,120.737772,24.178476,,1,26.4,23.1,8.4,519,,9,106.4,2.3,5.5,2,2100,0.09,,0.056,,0.84,,0.001,0.003,0.002,0.0004,0.0003,0.001,0.004,0.025,0.001,,,,,,
烏溪流域,烏溪,台中市,大里橋,丁,2014/2/11 上午 11:40:00,2014/2/11, 33 ,2014,2,11,1125,120.689086,24.093878,,3.3,14.8,17,7.4,479,,8.2,85.4,4.9,22.1,39.7,4000000,2.94,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,大里橋,丁,2014/5/6 上午 10:36:00,2014/5/6, 33 ,2014,5,6,1125,120.689086,24.093878,,4.8,22.5,22.4,7.6,416,,7.9,91.6,6.7,21.3,90,260000,1.46,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,大里橋,丁,2014/7/7 上午 11:03:00,2014/7/7, 33 ,2014,7,7,1125,120.689086,24.093878,,1.5,31.8,31.3,8.1,443,,10.3,142.4,4.2,14.3,6.6,100000,0.4,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,大里橋,丁,2014/11/4 上午 10:40:00,2014/11/4, 33 ,2014,11,4,1125,120.689086,24.093878,,5.5,25.8,25,7.5,535,,9.1,110,19.1,44,18,100000,4.66,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,大里橋,丁,2015/8/5 上午 11:10:00,2015/8/5, 33 ,2015,8,5,1125,120.689086,24.093878,,3.5,32.4,29.9,7.4,499,,8.4,111.6,6.7,11.6,15.5,90000,1.79,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,大里橋,丁,2015/11/4 上午 11:00:00,2015/11/4, 33 ,2015,11,4,1125,120.689086,24.093878,,3.5,29.3,27.7,7.4,538,,9,114.8,12.2,32.1,14.8,70000,2.61,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,大里橋,丁,2016/7/5 上午 11:00:00,2016/7/5, 33 ,2016,7,5,1125,120.689086,24.093878,,3.3,31.8,29.7,7.7,434,,7.5,99.4,5.1,17,41.8,130000,0.87,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,大里橋,丁,2016/9/5 上午 11:00:00,2016/9/5, 33 ,2016,9,5,1125,120.689086,24.093878,,2,29.9,30.5,7.5,455,,7.5,101.9,3.4,16.8,15.9,190000,0.92,,0.845,,3.27,,0.001,0.003,0.002,0.0004,0.0003,0.007,0.044,0.096,0.001,,,,,,
烏溪流域,烏溪,臺中市,大里橋,丁,2016/12/5 下午 01:32:00,2016/12/5, 33 ,2016,12,5,1125,120.689086,24.093878,,2.8,30.5,27.3,7.4,444,,8.2,103.8,3.5,17.1,12,71000,1.45,,0.693,,3.47,,0.001,0.003,0.002,0.0003,0.0003,0.007,0.022,0.054,0.001,,,,,,
烏溪流域,烏溪,台中市,溪南橋,丁,2014/2/11 下午 01:40:00,2014/2/11, 33 ,2014,2,11,1126,120.643371,24.092068,,5.8,17.9,15.9,7.4,490,,7.2,73.3,5.4,24.1,102,87000,2.62,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,溪南橋,丁,2014/5/6 上午 11:35:00,2014/5/6, 33 ,2014,5,6,1126,120.643371,24.092068,,6.3,23,22.7,7.6,434,,6,69.4,5.4,21.8,135,270000,1.64,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,溪南橋,丁,2014/7/7 下午 01:34:00,2014/7/7, 33 ,2014,7,7,1126,120.643371,24.092068,,1.5,32.6,32.2,8.1,453,,10.5,146.8,2.7,13.3,20.4,24000,0.25,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,溪南橋,丁,2014/11/4 下午 02:00:00,2014/11/4, 33 ,2014,11,4,1126,120.643371,24.092068,,4,27.6,27.4,7.7,484,,8.4,106.6,3.4,15.3,52,61000,2.26,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,溪南橋,丁,2015/8/5 下午 01:30:00,2015/8/5, 33 ,2015,8,5,1126,120.643371,24.092068,,3.5,32.8,32.2,7.6,507,,8.7,119.8,2.4,4.5,57.6,89000,1.36,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,溪南橋,丁,2015/11/4 下午 01:30:00,2015/11/4, 33 ,2015,11,4,1126,120.643371,24.092068,,4.5,29.8,28.5,7.6,470,,7.6,98.2,2.3,11.5,71.2,220000,3.02,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,溪南橋,丁,2016/7/5 下午 02:00:00,2016/7/5, 33 ,2016,7,5,1126,120.643371,24.092068,,2.3,32.7,31.5,7.8,432,,6.7,91.6,2.6,13.1,51.5,100000,0.49,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,臺中市,溪南橋,丁,2016/9/5 下午 02:00:00,2016/9/5, 33 ,2016,9,5,1126,120.643371,24.092068,,3,28.7,31.7,7.6,441,,6.3,86.4,3.9,18.3,48.7,94000,0.77,,0.678,,2.25,,0.001,0.004,0.002,0.0005,0.0003,0.007,0.067,0.143,0.001,,,,,,
烏溪流域,烏溪,臺中市,溪南橋,丁,2016/12/5 下午 02:34:00,2016/12/5, 33 ,2016,12,5,1126,120.643371,24.092068,,3.3,28.6,26.7,7.7,479,,7.9,98.9,3.3,16.6,34.6,71000,1.43,,0.556,,2.41,,0.001,0.003,0.002,0.0003,0.0003,0.006,0.021,0.136,0.001,,,,,,
烏溪流域,烏溪,南投縣,愛蘭橋,乙,2014/5/6 上午 09:40:00,2014/5/6, 33 ,2014,5,6,1127,120.946511,23.966919,,3.8,21.8,21.1,6.6,115,,8.1,95.4,2.2,26.6,134,88000,0.63,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,愛蘭橋,乙,2015/11/3 上午 09:40:00,2015/11/3, 33 ,2015,11,3,1127,120.946511,23.966919,,2.3,25.9,24.7,7.5,192,,7.9,98.8,7.6,13.8,6.6,41000,0.35,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,愛蘭橋,乙,2016/1/5 上午 09:40:00,2016/1/5, 33 ,2016,1,5,1127,120.946511,23.966919,,1,24.2,23,7.1,204,,7.7,94.2,2.3,11.2,4.6,58000,0.45,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,愛蘭橋,乙,2016/7/5 上午 09:38:00,2016/7/5, 33 ,2016,7,5,1127,120.946511,23.966919,,1,30.5,25.9,7.2,131,,7.8,101.4,1.2,5.7,11.6,58000,0.32,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,愛蘭橋,乙,2016/9/5 上午 09:40:00,2016/9/5, 33 ,2016,9,5,1127,120.946511,23.966919,,1,30.2,27.1,7.2,160,,7.9,104.2,2.4,11.8,4.1,80000,0.26,,0.268,,2.11,,0.001,0.003,0.002,0.0003,0.0003,0.001,0.01,0.006,0.001,,,,,,
烏溪流域,烏溪,南投縣,愛蘭橋,乙,2016/12/5 上午 09:40:00,2016/12/5, 33 ,2016,12,5,1127,120.946511,23.966919,,1,27.6,23.7,7.1,162,,8,98.6,1.6,5.5,13.2,35000,0.25,,0.218,,2.53,,0.001,0.003,0.002,0.0004,0.0003,0.003,0.008,0.034,0.001,,,,,,
烏溪流域,烏溪,南投縣,北山橋,乙,2014/5/6 上午 10:30:00,2014/5/6, 33 ,2014,5,6,1128,120.871529,23.983004,,3.3,22.5,21.3,7.7,259,,8.2,96,2.3,343,3000,250000,0.36,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,北山橋,乙,2015/11/3 上午 10:30:00,2015/11/3, 33 ,2015,11,3,1128,120.871529,23.983004,,1,26.7,25.6,7.5,269,,8.5,106,1.7,4,10.3,9800,0.18,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,北山橋,乙,2016/1/5 上午 10:30:00,2016/1/5, 33 ,2016,1,5,1128,120.871529,23.983004,,1,25.1,22.9,8,286,,8.6,103.6,1.4,4.2,10.6,8500,0.15,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,北山橋,乙,2016/7/5 上午 10:30:00,2016/7/5, 33 ,2016,7,5,1128,120.871529,23.983004,,1.5,30.5,26.4,7.9,206,,8,103.6,1.4,6.2,41.8,43000,0.1,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,北山橋,乙,2016/9/5 上午 10:30:00,2016/9/5, 33 ,2016,9,5,1128,120.871529,23.983004,,1,32,28.1,8.2,222,,8.3,110.8,1.2,5.8,9,31000,0.09,,0.25,,1.65,,0.001,0.003,0.002,0.0003,0.0003,0.002,0.01,0.013,0.001,,,,,,
烏溪流域,烏溪,南投縣,北山橋,乙,2016/12/5 上午 10:30:00,2016/12/5, 33 ,2016,12,5,1128,120.871529,23.983004,,1,28.1,23.5,8.2,267,,9.3,112.6,1.4,5.5,13.6,29000,0.09,,0.168,,1.83,,0.001,0.003,0.002,0.0003,0.0003,0.002,0.009,0.027,0.001,,,,,,
烏溪流域,烏溪,南投縣,柑子林橋,乙,2014/5/6 上午 11:10:00,2014/5/6, 33 ,2014,5,6,1129,120.84402,24.017999,,3.8,23,21.6,7.8,261,,8.4,98.1,3.5,182,3380,77000,0.48,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,柑子林橋,乙,2015/11/3 上午 11:10:00,2015/11/3, 33 ,2015,11,3,1129,120.84402,24.017999,,1,27.3,25.8,8.4,268,,8.5,106,1,4,10.6,4500,0.14,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,柑子林橋,乙,2016/1/5 上午 11:11:00,2016/1/5, 33 ,2016,1,5,1129,120.84402,24.017999,,1,25.6,23,8.2,309,,8.8,105.6,1.2,4.7,13,8700,0.12,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,柑子林橋,乙,2016/7/5 上午 11:08:00,2016/7/5, 33 ,2016,7,5,1129,120.84402,24.017999,,1.5,30.7,27.4,8.1,232,,8,103.8,1,5.2,46,46000,0.1,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,柑子林橋,乙,2016/9/5 上午 11:10:00,2016/9/5, 33 ,2016,9,5,1129,120.84402,24.017999,,1,32.6,29.1,8.5,234,,8.1,109.8,1.3,5.2,9,19000,0.06,,0.197,,1.7,,0.001,0.003,0.002,0.0003,0.0003,0.007,0.015,0.099,0.001,,,,,,
